year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 3,dentistry,No,To go to class,3,9,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:51:45,Sunny,28,9,3,8,1,10,9,5
Year 4,data science and analytics,No,To go to class,2,15,2024-10-24,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 14:21:07,Sunny,34,12,7,7,3,5,5,7
Year 4,chemistry,No,To go to class,2,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:52:03,Sunny,14,3,7,7,6,7,9,6
Year 3,architecture,No,To go to class,3,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 10:36:44,Sunny,17,8,5,4,5,8,6,5
Year 2,malay studies,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,18,2024-10-24,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 10:46:45,Rainy,25,3,7,7,1,5,7,6
Year 3,pharmaceutical science,No,To go to class,2,4,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 09:47:13,Rainy,4,3,4,6,5,4,7,3
Year 3,biomedical engineering,Yes,To go to class,1,42,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:19:16,Sunny,21,7,5,7,7,4,7,6
Year 2,computer science,No,To go to class,3,12,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 11:47:05,Sunny,28,6,3,7,4,2,5,7
Year 2,environmental studies,No,To go to class,2,17,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:34:34,Sunny,24,10,8,7,1,7,5,7
Year 1,sociology,Yes,To go for meals,4,11,2024-10-24,No,COM3,UTown,D1,1900-01-01 09:06:34,Rainy,38,6,5,9,3,6,7,4
Year 2,nursing,No,To go to class,2,24,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:41:25,Sunny,14,16,3,6,3,7,4,4
Year 3,geography,No,To go to class,2,34,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 15:19:14,Sunny,16,9,3,9,5,6,6,5
Year 4,mathematics,Yes,To go to class,2,9,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:29:58,Rainy,14,2,6,6,3,5,8,5
Year 4,mathematics,No,To go to class,2,19,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 12:37:43,Sunny,36,22,5,7,6,7,9,6
Year 3,law,No,To go to class,4,29,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:13:52,Sunny,37,8,5,7,4,4,6,1
Year 1,business analytics,Yes,To go to class,3,36,2024-10-24,No,PGP,LT13 / Ventus,A2,1900-01-01 11:30:12,Sunny,22,5,4,5,8,8,8,8
Year 3,materials science and engineering,Yes,To go to class,2,5,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 18:37:21,Rainy,26,5,5,7,5,4,3,5
Year 2,business analytics,No,To go to class,2,19,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:01:24,Rainy,16,5,1,8,8,8,5,6
Year 3,environmental studies,No,To go to class,2,44,2024-10-24,No,LT13 / Ventus,UHC / Opp UHC,A2,1900-01-01 20:00:31,Sunny,16,8,9,7,6,1,5,5
Year 3,data science and analytics,No,To go for meals,2,3,2024-10-24,No,COM3,LT27 / S17,D2,1900-01-01 09:03:50,Rainy,31,7,3,7,2,7,8,5
Year 2,sociology,No,To go to class,3,38,2024-10-24,No,UTown,COM3,D1,1900-01-01 12:01:18,Sunny,26,12,9,4,3,9,4,5
Year 2,environmental studies,No,To go to class,3,17,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 09:35:47,Sunny,9,4,7,7,6,4,6,6
Year 3,chemistry,No,To go to class,2,44,2024-10-24,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 13:35:26,Sunny,9,4,4,7,6,6,3,6
Year 1,accountancy,No,To go to class,3,7,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:06:42,Sunny,14,4,6,6,6,5,9,8
Year 2,mechanical engineering,No,To go to class,2,26,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:17:22,Sunny,9,16,3,5,8,7,6,4
Year 3,"politics, philosophy, economics",Yes,To go for meals,3,45,2024-10-24,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 10:41:37,Sunny,20,7,8,7,5,6,3,4
Year 3,"politics, philosophy, economics",No,To go to class,4,11,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:35:58,Sunny,30,10,5,10,6,6,8,9
Year 4,statistics,No,To go to class,2,21,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 19:11:16,Sunny,10,16,4,5,1,2,9,7
Year 1,food science and technology,No,All of the above,4,38,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 17:15:20,Sunny,20,9,5,6,5,5,9,1
Year 2,social work,No,To go to class,2,33,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 12:43:05,Sunny,14,7,4,5,3,8,7,4
Year 4,pharmaceutical science,No,To go to class,2,15,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 09:34:26,Rainy,16,4,5,10,9,8,8,6
Year 1,accountancy,No,To go to CCA sessions,2,23,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 16:03:16,Rainy,11,7,5,6,3,1,7,4
Year 1,computer science,No,To go to class,2,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 18:30:28,Sunny,19,6,7,7,6,6,6,5
Year 2,global studies,No,To go to class,4,31,2024-10-24,No,LT13 / Ventus,UTown,D1,1900-01-01 10:26:28,Sunny,8,2,8,6,8,5,6,6
Year 3,mechanical engineering,No,To go to MRT,3,39,2024-10-24,No,LT27 / S17,UTown,D2,1900-01-01 07:40:44,Sunny,6,2,10,6,3,7,7,3
Year 1,materials science and engineering,No,To go to class,2,30,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:30:01,Sunny,10,5,5,4,4,4,3,7
Year 2,psychology,No,To go to class,3,23,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:11:20,Sunny,15,4,6,7,7,6,10,3
Year 4,pharmaceutical science,No,To go to class,3,11,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 18:24:10,Rainy,9,5,5,3,5,9,9,6
Year 3,environmental studies,No,To go to class,2,15,2024-10-24,No,BIZ2 / Opp HSSML,UTown,D1,1900-01-01 11:39:50,Sunny,41,2,6,7,3,2,7,6
Year 3,business,Yes,To go to CCA sessions,2,14,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:28:11,Rainy,20,6,7,7,4,3,7,4
Year 4,mechanical engineering,No,To go to class,2,26,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 10:38:15,Sunny,17,2,1,5,8,4,7,6
Year 3,dentistry,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,22,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 14:51:10,Rainy,32,14,4,5,4,6,7,1
Year 4,mathematics,No,To go to class,2,27,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:15:43,Sunny,10,7,4,7,6,3,4,8
Year 2,accountancy,No,To go to class,3,31,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:47:43,Sunny,29,30,6,8,1,5,9,7
Year 3,architecture,No,To go to class,3,31,2024-10-24,Yes,LT13 / Ventus,UHC / Opp UHC,A1,1900-01-01 09:23:46,Sunny,12,4,3,5,4,7,9,6
Year 1,environmental engineering,No,To go to class,2,13,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 13:51:02,Sunny,17,5,7,7,7,2,1,6
Year 3,biomedical engineering,No,To go to class,4,22,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:59:56,Sunny,32,10,9,7,4,6,5,6
Year 1,environmental studies,No,To go to class,2,18,2024-10-24,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 11:14:16,Sunny,19,6,2,9,6,5,5,5
Year 4,dentistry,No,To go to class,2,18,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:57:21,Sunny,10,4,5,5,8,7,7,7
Year 4,environmental studies,No,To go to CCA sessions,1,17,2024-10-24,No,PGP,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 13:02:40,Sunny,20,9,5,7,6,1,4,8
Year 1,biomedical engineering,No,To go to class,3,24,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:23:39,Sunny,10,7,5,6,6,7,7,5
Year 1,global studies,No,To go to class,2,15,2024-10-24,No,UTown,UHC / Opp UHC,D2,1900-01-01 17:48:18,Sunny,9,7,7,6,4,5,6,8
Year 1,architecture,No,To go to class,3,6,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 19:44:06,Rainy,9,7,6,9,4,6,9,4
Year 3,pharmaceutical science,No,To go to class,3,20,2024-10-24,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:58:20,Sunny,22,8,4,7,7,7,3,3
Year 4,environmental studies,Yes,To go to class,4,17,2024-10-24,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:33:43,Sunny,18,8,7,7,4,8,5,7
Year 3,history,No,To go to class,2,16,2024-10-24,No,UHC / Opp UHC,IT / CLB,A2,1900-01-01 12:12:15,Sunny,10,6,6,7,4,3,7,7
Year 3,data science and analytics,No,To go to class,3,33,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 11:15:44,Sunny,33,2,7,8,7,7,7,6
Year 1,geography,Yes,To go to class,3,33,2024-10-24,No,LT27 / S17,UHC / Opp UHC,D2,1900-01-01 10:50:59,Sunny,27,13,4,7,9,6,5,4
Year 2,dentistry,No,To go to class,2,26,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 11:24:47,Sunny,15,8,7,8,5,8,7,4
Year 3,malay studies,Yes,To go to class,4,12,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:42:44,Sunny,11,7,5,5,2,4,9,5
Year 3,business,No,To go to class,4,12,2024-10-24,No,PGP,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 14:01:14,Sunny,9,5,7,4,6,5,4,6
Year 3,geography,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,41,2024-10-24,No,LT27 / S17,UTown,D2,1900-01-01 10:10:02,Rainy,28,5,5,9,2,4,7,6
Year 1,biomedical engineering,No,To go to class,2,18,2024-10-24,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 10:56:28,Rainy,11,6,5,4,5,5,7,5
Year 4,environmental studies,No,To go to class,2,35,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:06:43,Sunny,16,6,3,3,3,8,8,6
Year 1,nursing,Yes,To go to class,2,10,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:08:08,Sunny,21,7,7,5,1,6,7,6
Year 3,accountancy,Yes,To go to class,1,8,2024-10-24,No,UTown,PGP,D2,1900-01-01 10:51:39,Sunny,23,2,6,8,7,8,7,8
Year 2,materials science and engineering,No,To go to class,5,18,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 13:52:16,Sunny,33,10,5,6,5,5,9,5
Year 3,dentistry,No,To go to class,1,42,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 08:56:06,Sunny,31,9,8,10,5,2,6,2
Year 1,law,No,To go to class,2,6,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:33:33,Sunny,10,6,2,5,3,9,5,7
Year 1,political science,No,To go to class,2,15,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 08:54:41,Sunny,35,4,5,4,2,1,8,7
Year 3,dentistry,No,To go to class,4,25,2024-10-24,No,LT27 / S17,UTown,D2,1900-01-01 11:16:02,Sunny,39,6,5,8,5,4,5,7
Year 1,geography,No,To go to class,2,46,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:12:33,Rainy,32,7,5,7,4,6,9,6
Year 4,industrial systems engineering,No,To go to class,3,13,2024-10-24,No,IT / CLB,LT27 / S17,A2,1900-01-01 08:59:10,Sunny,45,7,1,7,5,4,8,1
Year 2,mechanical engineering,No,To go to class,2,16,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:21:34,Sunny,44,3,7,9,6,7,7,6
Year 1,environmental engineering,No,To go to class,2,25,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:56:16,Sunny,15,6,6,5,1,5,3,3
Year 4,food science and technology,No,To go to class,5,34,2024-10-24,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 12:21:00,Sunny,49,15,7,7,5,4,5,5
Year 4,industrial systems engineering,No,To go to class,2,18,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 12:15:50,Sunny,34,4,2,8,4,1,8,7
Year 2,nursing,No,To go to class,2,18,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 08:24:10,Sunny,26,4,6,9,5,4,7,6
Year 3,history,No,To go to class,3,27,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 10:12:21,Sunny,16,5,5,5,6,6,3,1
Year 2,chemistry,No,To go to class,2,16,2024-10-24,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 13:15:41,Sunny,27,11,1,6,4,6,8,5
Year 1,industrial systems engineering,No,To go to class,2,20,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:19:19,Sunny,20,19,7,7,4,7,8,6
Year 3,biomedical engineering,No,To go to class,3,42,2024-10-24,No,LT27 / S17,UTown,D2,1900-01-01 15:09:11,Sunny,28,7,3,4,9,5,5,6
Year 3,malay studies,No,To go to class,4,11,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 11:46:05,Sunny,30,7,8,7,4,6,5,5
Year 4,economics,No,To go to class,2,29,2024-10-24,No,UTown,IT / CLB,D1,1900-01-01 16:22:49,Sunny,14,5,5,7,8,8,5,6
Year 3,quantitative finance,Yes,To go to class,3,16,2024-10-24,No,LT13 / Ventus,UTown,D1,1900-01-01 10:49:49,Sunny,28,8,5,3,5,3,9,6
Year 1,materials science and engineering,No,To go to class,2,35,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:18:33,Sunny,14,5,8,3,4,5,2,8
Year 2,law,No,All of the above,2,29,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 13:15:00,Sunny,15,17,7,9,8,6,6,8
Year 3,computer science,Yes,To go to class,3,9,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:25:30,Sunny,18,10,10,5,4,5,9,5
Year 3,business,No,To go to class,2,12,2024-10-24,No,PGP,UTown,D2,1900-01-01 14:22:12,Rainy,17,6,5,7,6,7,4,6
Year 4,life sciences,No,To go to class,3,27,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 12:33:26,Rainy,21,15,7,8,2,9,5,6
Year 2,history,No,To go for meals,3,42,2024-10-24,No,UTown,LT13 / Ventus,D1,1900-01-01 11:30:18,Rainy,53,15,6,8,7,6,5,5
Year 4,history,No,To go to class,2,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:22:25,Sunny,16,10,7,6,3,7,8,5
Year 2,statistics,No,To go to class,3,14,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 10:43:45,Sunny,39,7,5,8,9,10,6,8
Year 3,computer science,No,To go to class,2,19,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:03:02,Rainy,8,7,3,7,6,8,8,7
Year 3,social work,No,To go to class,3,18,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:54:08,Sunny,16,9,5,10,1,4,8,5
Year 4,statistics,No,To go to class,2,24,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 19:37:32,Sunny,11,6,7,1,3,6,6,9
Year 3,materials science and engineering,No,To go to class,1,24,2024-10-24,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 11:22:36,Sunny,10,5,3,5,5,6,8,6
Year 2,pharmaceutical science,No,To go for meals,2,28,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 13:20:56,Sunny,14,9,7,7,4,7,9,4
Year 3,food science and technology,Yes,To go to class,2,52,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 11:25:22,Sunny,31,10,8,7,3,3,4,8
Year 4,quantitative finance,No,To go to class,4,6,2024-10-24,No,LT13 / Ventus,COM3,D1,1900-01-01 08:44:19,Sunny,26,6,8,9,4,7,8,6
Year 4,"politics, philosophy, economics",No,To go to class,2,12,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 12:50:44,Sunny,15,7,5,8,5,7,4,1
Year 2,data science and analytics,No,To go to class,3,24,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 07:41:05,Sunny,21,5,9,7,6,5,7,7
Year 2,environmental studies,No,To go to class,2,20,2024-10-24,Yes,BIZ2 / Opp HSSML,IT / CLB,D1,1900-01-01 14:53:53,Sunny,3,7,2,5,4,7,6,6
Year 2,environmental engineering,No,To go to class,3,30,2024-10-24,No,LT27 / S17,UTown,D2,1900-01-01 10:47:11,Sunny,27,5,6,7,8,4,8,3
Year 4,geography,Yes,To go to class,2,5,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 16:18:58,Sunny,8,5,6,6,6,4,7,5
Year 4,industrial systems engineering,No,To go to class,2,14,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:20:41,Sunny,7,7,7,7,5,8,6,9
Year 3,mechanical engineering,No,To go to class,1,30,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:24:29,Sunny,41,9,7,8,6,8,6,7
Year 1,global studies,No,To go to class,2,31,2024-10-24,No,PGP,LT27 / S17,D2,1900-01-01 13:07:41,Rainy,26,6,4,7,4,4,7,6
Year 2,anthropology,No,To go to class,2,32,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:24:31,Sunny,23,9,5,9,3,7,8,8
Year 3,biomedical engineering,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,12,2024-10-24,Yes,LT27 / S17,UTown,D2,1900-01-01 15:58:19,Sunny,13,8,6,2,5,5,6,7
Year 3,life sciences,No,To go to class,6,42,2024-10-24,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 10:23:19,Rainy,14,4,3,9,7,6,8,6
Year 4,computer science,No,To go to CCA sessions,3,27,2024-10-24,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 09:59:51,Sunny,50,5,5,7,3,6,7,6
Year 3,materials science and engineering,No,To go to class,3,17,2024-10-24,No,UTown,PGP,D2,1900-01-01 16:46:39,Sunny,18,9,6,8,4,7,6,7
Year 3,chemistry,No,To go to class,5,27,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:04:40,Sunny,24,3,6,9,6,7,5,2
Year 4,accountancy,No,To go to class,2,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:22:33,Sunny,14,7,3,7,3,4,7,1
Year 1,mechanical engineering,No,To go to class,3,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:08:09,Sunny,17,4,4,6,5,5,6,6
Year 2,biomedical engineering,Yes,To go to class,4,30,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 12:23:52,Sunny,21,8,8,7,4,3,4,7
Year 3,statistics,No,To go to class,3,13,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 14:33:08,Rainy,21,8,7,7,3,8,9,5
Year 3,life sciences,No,To go to class,2,33,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:41:59,Sunny,12,7,4,7,7,5,5,6
Year 1,food science and technology,No,To go to class,4,7,2024-10-24,No,UTown,BIZ2 / Opp HSSML,D1,1900-01-01 11:32:22,Sunny,16,4,7,5,6,8,7,4
Year 1,quantitative finance,No,To go to class,2,19,2024-10-24,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 12:22:50,Rainy,6,3,1,7,5,7,9,4
Year 3,nursing,No,To go to class,2,38,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 15:23:44,Sunny,13,5,3,3,3,1,7,9
Year 2,malay studies,No,To go to class,3,9,2024-10-24,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 09:37:29,Sunny,13,5,7,7,4,5,5,7
Year 4,global studies,No,To go to class,4,6,2024-10-24,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 12:08:30,Sunny,17,5,8,9,1,8,10,7
Year 1,geography,Yes,To go to class,1,26,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 09:06:31,Sunny,43,4,9,8,5,5,2,5
Year 3,pharmaceutical science,No,All of the above,3,31,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 11:50:16,Sunny,7,4,8,4,6,5,7,5
Year 2,business,No,To go to class,2,9,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:11:38,Sunny,23,3,2,8,1,6,9,6
Year 4,political science,No,To go to class,3,27,2024-10-24,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:17:40,Sunny,24,13,7,8,6,3,10,6
Year 3,computer science,No,To go to class,1,22,2024-10-24,No,UTown,PGP,D2,1900-01-01 14:41:10,Sunny,22,5,7,9,4,3,5,6
Year 3,malay studies,No,To go to class,2,5,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 09:19:01,Sunny,15,17,2,6,5,6,8,7
Year 2,psychology,Yes,To go to class,3,27,2024-10-24,No,UTown,LT13 / Ventus,D1,1900-01-01 11:03:03,Sunny,15,1,5,7,3,6,8,4
Year 3,"politics, philosophy, economics",No,To go to class,2,11,2024-10-24,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:34:26,Sunny,42,11,4,7,4,2,5,5
Year 2,history,No,To go to class,2,15,2024-10-24,Yes,IT / CLB,UTown,D1,1900-01-01 11:03:58,Sunny,26,12,6,7,4,4,7,6
Year 3,history,No,To go to class,4,10,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:26:36,Sunny,34,6,1,6,9,6,8,5
Year 4,environmental engineering,Yes,To go to class,2,21,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 11:21:46,Rainy,39,5,7,7,5,5,6,9
Year 2,mechanical engineering,No,To go for meals,3,15,2024-10-24,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:08:03,Sunny,43,3,6,8,2,4,7,5
Year 3,malay studies,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,17,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 15:36:47,Sunny,20,9,5,7,5,5,6,8
Year 1,computer science,No,To go to class,5,42,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 14:19:28,Rainy,9,13,5,5,5,7,8,7
Year 4,environmental studies,No,To go to MRT,2,31,2024-10-24,No,UTown,COM3,D1,1900-01-01 15:16:46,Sunny,30,11,4,7,3,5,6,4
Year 2,accountancy,No,To go to class,3,24,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:10:59,Sunny,17,3,6,4,5,7,10,8
Year 1,psychology,No,To go to class,1,17,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:17:16,Sunny,23,4,6,8,5,3,7,7
Year 4,mechanical engineering,No,To go to class,2,13,2024-10-24,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 10:37:35,Sunny,29,13,3,8,5,5,7,5
Year 3,economics,No,To go for meals,3,9,2024-10-24,No,LT13 / Ventus,UTown,D1,1900-01-01 11:28:54,Sunny,16,8,7,4,2,7,10,6
Year 1,pharmaceutical science,Yes,To go to class,2,37,2024-10-24,No,PGP,LT13 / Ventus,A2,1900-01-01 13:17:16,Rainy,23,3,5,9,6,5,7,7
Year 3,industrial systems engineering,No,To go to class,2,22,2024-10-24,Yes,LT13 / Ventus,UHC / Opp UHC,A1,1900-01-01 15:09:00,Sunny,19,11,7,9,6,5,7,7
Year 1,industrial systems engineering,No,To go to CCA sessions,2,23,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 16:20:04,Sunny,48,7,6,4,4,5,7,5
Year 1,global studies,No,To go to class,2,9,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:12:38,Sunny,39,10,5,7,6,4,6,7
