year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 1,data science and analytics,No,To go to CCA sessions,3,10,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:55:58,Sunny,7,7,1,8,6,5,8,7
Year 2,data science and analytics,Yes,To go to class,4,21,2024-09-29,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 20:48:00,Sunny,4,7,7,8,4,7,6,8
Year 3,dentistry,No,To go to MRT,1,16,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:20:45,Sunny,27,8,7,10,3,3,7,3
Year 3,data science and analytics,No,To go to MRT,0,29,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 17:26:35,Sunny,8,21,5,10,2,3,5,8
Year 2,computer science,Yes,To go to MRT,3,15,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 10:43:57,Rainy,18,16,7,6,6,3,8,7
Year 1,data science and analytics,Yes,To go for meals,2,20,2024-09-29,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:55:07,Sunny,3,1,6,8,7,5,9,9
Year 3,business administration,Yes,To go to MRT,2,15,2024-09-30,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:37:20,Sunny,19,19,6,8,4,3,5,2
Year 1,data science and analytics,No,To go to class,4,10,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:34:01,Sunny,37,4,8,8,5,4,8,3
Year 3,data science and analytics,No,To go to class,3,25,2024-09-23,No,UHC / Opp UHC,LT27 / S17,D1,1900-01-01 10:38:08,Sunny,19,11,1,5,8,5,9,4
Year 4,sociology,No,To go to CCA sessions,3,15,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,A1,1900-01-01 14:06:42,Sunny,31,13,9,8,8,3,3,1
Year 1,mechanical engineering,No,To go to class,1,30,2024-10-02,No,UHC / Opp UHC,UTown,D2,1900-01-01 09:24:33,Sunny,9,3,6,9,6,3,7,8
Year 3,life sciences,No,To go to CCA sessions,1,18,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A1,1900-01-01 14:09:07,Sunny,35,6,6,7,3,7,5,7
Year 3,data science and analytics,No,To go to class,3,30,2024-09-25,Yes,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:58:40,Sunny,13,16,10,9,7,5,3,8
Year 3,data science and analytics,No,To go to class,2,13,2024-09-27,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:52:20,Sunny,25,8,7,6,2,8,6,4
Year 4,life sciences,No,To go to class,2,11,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:59:40,Sunny,6,11,6,7,5,5,6,7
Year 1,data science and analytics,No,To go to CCA sessions,2,16,2024-10-03,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:41:17,Sunny,2,10,8,7,3,3,6,7
Year 1,history,No,To go to class,2,28,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,A1,1900-01-01 10:22:04,Sunny,30,2,5,7,5,5,4,5
Year 1,business administration,No,To go to class,2,12,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 08:48:50,Sunny,41,8,6,7,4,3,7,8
Year 3,computer science,No,To go to MRT,2,44,2024-09-27,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 15:10:46,Sunny,19,9,3,8,6,7,8,3
Year 3,computer science,No,To go to class,2,10,2024-09-30,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:28:47,Rainy,29,9,7,5,3,5,5,7
Year 2,data science and analytics,No,To go to CCA sessions,1,11,2024-10-03,No,UTown,IT / CLB,D1,1900-01-01 20:00:55,Sunny,14,6,6,5,4,7,8,8
Year 2,data science and analytics,No,To go to class,1,24,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D1,1900-01-01 11:58:09,Rainy,49,8,6,1,3,6,10,5
Year 1,data science and analytics,Yes,To go for meals,2,39,2024-10-03,No,LT27 / S17,UTown,D2,1900-01-01 08:14:29,Sunny,33,10,2,7,5,3,8,10
Year 1,dentistry,No,To go to class,2,6,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 07:30:58,Sunny,79,0,5,3,8,5,8,5
Year 1,computer science,No,To go for meals,2,10,2024-10-03,No,IT / CLB,UTown,D1,1900-01-01 14:25:52,Sunny,7,10,3,3,3,5,9,6
Year 3,data science and analytics,No,To go to class,3,7,2024-09-30,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:08:09,Rainy,12,6,4,4,8,5,9,8
Year 3,quantitative finance,No,To go to class,4,6,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:26:14,Sunny,26,5,6,8,4,3,7,9
Year 2,data science and analytics,No,To go to class,2,7,2024-09-30,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 15:35:53,Sunny,6,13,6,8,8,7,4,5
Year 3,data science and analytics,No,To go for meals,2,37,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:04:58,Sunny,10,8,5,2,5,6,4,6
Year 3,environmental studies,No,To go to MRT,2,34,2024-10-03,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 13:22:49,Sunny,32,15,8,6,4,7,6,7
Year 3,data science and analytics,No,To go to class,2,17,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 07:41:31,Sunny,27,4,7,8,6,7,6,8
Year 4,anthropology,No,To go to class,2,7,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 08:10:26,Sunny,20,2,9,3,9,8,8,7
Year 1,computer science,No,To go to class,1,48,2024-10-03,No,LT27 / S17,UTown,D2,1900-01-01 12:27:20,Rainy,34,10,4,10,6,3,9,6
Year 1,data science and analytics,No,To go to MRT,2,26,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 12:42:33,Rainy,44,11,6,1,7,4,10,2
Year 1,data science and analytics,No,To go to class,4,58,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 15:22:09,Sunny,13,18,6,8,7,7,8,5
Year 3,dentistry,Yes,To go to class,2,24,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 18:00:49,Sunny,17,13,7,6,10,6,10,4
Year 4,statistics,No,To go to class,2,9,2024-10-03,Yes,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 08:27:38,Rainy,25,5,4,9,9,1,6,8
Year 3,engineering - material science and engineering,No,To go to class,2,6,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 13:50:10,Sunny,22,1,7,8,5,10,9,8
Year 3,data science and analytics,Yes,To go to class,1,53,2024-10-02,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 11:47:45,Sunny,35,8,1,8,5,6,10,8
Year 4,business administration,No,To go to class,4,38,2024-09-28,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:10:19,Sunny,28,8,6,1,9,8,8,4
Year 4,materials science and engineering,No,To go to class,3,17,2024-09-28,Yes,LT27 / S17,UTown,D2,1900-01-01 11:37:45,Sunny,24,5,4,6,4,1,6,7
Year 1,data science and analytics,No,To go to class,4,25,2024-09-26,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 21:24:49,Sunny,7,8,5,10,7,5,8,8
Year 3,mechanical engineering,No,To go to class,2,14,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:44:50,Sunny,7,9,6,1,5,3,8,5
Year 2,data science and analytics,No,To go to class,1,27,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 12:38:46,Rainy,55,3,5,7,2,4,6,7
Year 4,statistics,No,To go to class,0,27,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:46:01,Sunny,27,10,4,1,9,10,5,5
Year 4,data science and analytics,No,To go to class,2,18,2024-09-22,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 11:38:55,Sunny,17,8,7,10,9,6,8,2
Year 3,data science and analytics,No,To go to class,2,21,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:00:39,Sunny,35,11,4,10,6,3,6,6
Year 4,anthropology,Yes,To go to class,3,19,2024-10-03,Yes,IT / CLB,UHC / Opp UHC,A2,1900-01-01 10:58:43,Sunny,49,9,8,5,5,6,7,10
Year 1,life sciences,No,To go to class,1,31,2024-09-28,No,LT27 / S17,LT13 / Ventus,A1,1900-01-01 17:02:38,Sunny,3,14,4,8,5,10,10,9
Year 1,data science and analytics,No,To go to class,3,21,2024-10-03,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:37:14,Sunny,24,4,7,6,4,3,8,6
Year 4,computer science,No,To go to class,2,18,2024-10-01,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 12:23:31,Sunny,7,6,6,7,8,5,5,7
Year 3,life sciences,No,To go to class,4,10,2024-10-01,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:56:12,Sunny,22,4,3,6,5,2,1,3
Year 3,data science and analytics,No,To go to class,2,31,2024-10-03,Yes,UTown,UHC / Opp UHC,D2,1900-01-01 12:39:54,Sunny,65,2,7,4,5,6,9,8
Year 3,data science and analytics,No,To go to class,1,16,2024-10-02,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:42:11,Sunny,32,7,6,5,6,4,5,8
Year 1,mechanical engineering,No,To go to class,3,8,2024-10-02,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 10:46:41,Rainy,30,10,4,10,6,3,1,5
Year 4,accountancy,No,To go to MRT,2,16,2024-10-02,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:24:06,Sunny,40,7,7,9,6,7,8,10
Year 1,data science and analytics,No,To go to CCA sessions,4,9,2024-10-03,No,IT / CLB,UTown,D1,1900-01-01 14:11:37,Sunny,33,0,4,4,7,3,10,6
Year 3,dentistry,No,To go to MRT,2,33,2024-09-29,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:52:40,Sunny,3,8,6,4,8,4,8,5
Year 2,economics,No,To go to class,2,31,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 12:18:10,Rainy,20,8,6,5,8,7,8,2
Year 3,data science and analytics,Yes,To go to class,6,47,2024-09-23,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 14:08:30,Sunny,27,10,2,5,4,8,8,7
Year 2,data science and analytics,No,To go to class,2,34,2024-09-27,No,LT27 / S17,IT / CLB,A1,1900-01-01 15:07:45,Sunny,30,5,8,9,3,2,8,4
Year 3,economics,No,To go to class,2,11,2024-10-03,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:37:38,Sunny,9,4,8,3,5,7,9,5
Year 3,dentistry,No,To go to class,2,33,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 14:21:52,Rainy,51,7,7,9,4,5,8,3
Year 3,psychology,No,To go to class,1,9,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D1,1900-01-01 21:34:07,Sunny,2,14,7,9,10,6,4,7
Year 4,data science and analytics,No,To go to class,2,32,2024-09-28,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:46:58,Sunny,20,13,6,10,3,10,3,3
Year 3,history,Yes,To go to class,2,27,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 15:33:44,Sunny,51,11,8,8,6,7,6,7
Year 1,nursing,No,To go to class,2,39,2024-09-29,No,LT27 / S17,UTown,D2,1900-01-01 12:28:33,Sunny,36,3,7,7,6,3,6,1
Year 3,mathematics,Yes,To go to class,2,28,2024-09-30,Yes,LT13 / Ventus,LT27 / S17,A1,1900-01-01 16:35:30,Sunny,10,10,4,9,5,5,8,4
Year 3,data science and analytics,No,To go to class,2,46,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 07:47:59,Sunny,74,4,5,1,9,8,1,4
Year 1,data science and analytics,Yes,To go for meals,3,15,2024-09-19,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:21:41,Sunny,50,16,7,3,7,4,8,6
Year 3,quantitative finance,No,To go to class,2,8,2024-10-03,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:20:00,Sunny,25,4,7,1,9,6,9,7
Year 3,history,No,To go to class,3,22,2024-09-29,No,BIZ2 / Opp HSSML,UTown,D1,1900-01-01 15:33:26,Sunny,22,12,2,7,5,5,8,4
Year 2,law,No,To go to class,1,36,2024-10-02,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:20:53,Sunny,16,5,5,7,4,2,5,6
Year 4,data science and analytics,No,To go to class,2,8,2024-09-26,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 16:01:12,Sunny,11,2,6,1,8,8,10,7
Year 1,data science and analytics,No,To go to class,3,51,2024-09-30,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:01:51,Sunny,14,11,8,9,4,7,7,6
Year 3,pharmaceutical science,Yes,To go to class,1,35,2024-09-29,No,UTown,UHC / Opp UHC,D2,1900-01-01 15:21:50,Sunny,14,20,6,9,2,5,8,4
Year 1,data science and analytics,Yes,To go to class,2,10,2024-10-02,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:19:00,Rainy,14,6,8,8,7,5,6,7
Year 2,data science and analytics,Yes,To go to CCA sessions,2,12,2024-09-30,Yes,UTown,UHC / Opp UHC,D2,1900-01-01 15:01:00,Sunny,10,5,7,10,1,4,6,4
Year 1,data science and analytics,No,To go to class,4,15,2024-09-25,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:39:53,Rainy,59,15,3,3,4,3,1,5
Year 2,data science and analytics,Yes,To go to class,2,38,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 20:20:50,Sunny,4,20,7,10,3,7,7,3
Year 4,data science and analytics,No,To go for meals,2,26,2024-10-01,No,UHC / Opp UHC,LT27 / S17,A2,1900-01-01 16:52:58,Sunny,24,3,3,8,8,6,9,5
Year 4,chemistry,No,To go to class,2,41,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D1,1900-01-01 13:42:08,Rainy,19,7,5,8,3,8,8,8
Year 3,pharmaceutical science,No,To go for meals,2,8,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 14:02:20,Sunny,22,6,10,8,8,8,10,4
Year 1,economics,Yes,To go to class,3,8,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 21:08:10,Sunny,12,9,6,9,2,9,10,4
Year 3,computer science,No,To go to class,2,16,2024-09-28,No,LT27 / S17,LT13 / Ventus,A1,1900-01-01 19:16:34,Sunny,4,8,7,7,3,2,9,4
Year 3,data science and analytics,Yes,To go to class,2,36,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 10:58:21,Sunny,25,5,6,3,3,6,5,8
Year 3,data science and analytics,No,To go to class,4,52,2024-09-26,No,UHC / Opp UHC,UTown,D2,1900-01-01 13:09:27,Sunny,8,11,9,8,10,6,5,8
Year 3,sociology,No,To go to class,2,24,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:20:00,Rainy,39,11,4,1,7,2,6,8
Year 2,data science and analytics,No,To go to class,2,22,2024-09-21,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 10:56:26,Sunny,49,11,8,8,4,8,8,1
Year 1,life sciences,No,To go to class,2,11,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D1,1900-01-01 12:31:45,Sunny,8,14,1,5,7,3,7,3
Year 3,data science and analytics,Yes,To go to class,2,33,2024-09-21,Yes,UTown,LT27 / S17,D2,1900-01-01 15:14:21,Sunny,6,5,3,10,4,4,8,6
Year 1,data science and analytics,No,To go to class,2,38,2024-10-03,No,UTown,LT27 / S17,D2,1900-01-01 08:52:45,Rainy,24,3,2,4,7,7,3,9
Year 2,dentistry,Yes,To go to class,2,15,2024-09-26,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:33:47,Sunny,13,1,6,8,8,8,6,8
Year 4,data science and analytics,No,To go to class,4,32,2024-10-02,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:41:45,Sunny,40,7,7,1,4,5,10,6
Year 4,psychology,No,To go to class,0,7,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:41:48,Sunny,20,1,8,9,8,5,8,8
Year 1,data science and analytics,No,To go to CCA sessions,3,21,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 10:59:16,Sunny,32,11,6,3,5,4,8,9
Year 1,data science and analytics,No,To go to class,2,24,2024-09-27,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 11:29:02,Sunny,22,2,8,4,3,9,9,6
Year 2,life sciences,Yes,To go to class,4,12,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A1,1900-01-01 20:58:44,Sunny,17,6,7,9,4,7,9,6
Year 1,data science and analytics,No,To go to class,2,16,2024-09-30,No,LT27 / S17,UTown,D2,1900-01-01 09:28:09,Sunny,57,19,3,9,4,4,5,6
Year 3,data science and analytics,No,To go to class,2,6,2024-10-03,No,UTown,LT27 / S17,D2,1900-01-01 11:03:28,Sunny,27,1,2,6,6,4,6,6
Year 4,economics,No,To go to class,2,20,2024-10-03,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 20:45:55,Sunny,3,6,8,6,8,2,5,8
Year 3,dentistry,No,To go to class,2,15,2024-10-02,No,UTown,LT27 / S17,D2,1900-01-01 10:01:37,Sunny,46,3,4,3,5,5,7,6
Year 3,computer science,Yes,To go to class,1,21,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 12:24:07,Sunny,55,9,8,7,1,6,8,6
Year 2,engineering - material science and engineering,No,To go to class,3,9,2024-09-27,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:58:21,Sunny,27,9,4,9,6,3,7,6
Year 1,computer science,Yes,To go to MRT,1,26,2024-09-26,No,LT27 / S17,UTown,D2,1900-01-01 13:33:19,Sunny,22,14,9,3,8,2,8,4
Year 1,statistics,No,To go for meals,4,36,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 08:14:47,Sunny,71,3,8,10,4,7,9,6
Year 3,data science and analytics,No,To go for meals,4,24,2024-10-03,No,LT27 / S17,IT / CLB,A1,1900-01-01 09:36:53,Sunny,32,7,9,10,5,3,8,9
Year 4,data science and analytics,No,To go to class,3,48,2024-10-03,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:39:17,Sunny,24,11,7,8,2,7,5,8
Year 1,global studies,No,To go for meals,2,7,2024-09-30,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:57:07,Sunny,10,2,10,9,6,3,6,5
Year 1,history,No,To go to class,2,19,2024-10-02,No,UTown,LT27 / S17,D2,1900-01-01 11:39:46,Sunny,28,5,7,7,8,6,8,9
Year 2,data science and analytics,No,To go to class,6,6,2024-10-01,No,UTown,LT27 / S17,D2,1900-01-01 10:07:27,Sunny,78,1,10,8,3,6,7,9
Year 3,economics,No,To go to class,2,36,2024-09-29,No,UTown,LT27 / S17,D2,1900-01-01 08:28:12,Sunny,33,6,7,8,3,8,8,6
Year 1,mathematics,No,To go to class,1,11,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 09:53:28,Sunny,18,3,2,3,8,8,8,7
Year 2,data science and analytics,Yes,To go to class,2,41,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 08:59:14,Sunny,25,4,5,3,7,4,6,8
Year 1,data science and analytics,No,To go to class,2,31,2024-10-03,No,IT / CLB,LT13 / Ventus,A1,1900-01-01 13:40:55,Rainy,46,10,8,9,3,6,10,4
Year 4,business,No,To go to class,4,10,2024-09-29,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 13:52:53,Sunny,38,5,9,8,5,8,4,5
Year 2,economics,No,To go for meals,1,43,2024-10-03,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:51:10,Sunny,18,3,5,8,2,6,3,7
Year 1,data science and analytics,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,29,2024-10-03,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 18:18:38,Sunny,57,8,8,4,5,5,9,9
Year 4,social work,Yes,To go to MRT,2,32,2024-10-03,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:59:19,Sunny,16,9,10,7,5,8,8,4
Year 3,data science and analytics,No,To go for meals,2,42,2024-10-02,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 18:30:38,Rainy,23,10,3,8,8,8,8,3
Year 2,chemistry,Yes,To go for meals,2,17,2024-09-28,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 08:44:51,Sunny,43,7,7,7,5,8,9,5
Year 1,data science and analytics,Yes,To go to class,2,22,2024-09-26,No,COM3,LT27 / S17,D2,1900-01-01 10:59:26,Sunny,48,7,6,5,3,3,7,7
Year 3,geography,Yes,To go to class,3,19,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 12:28:07,Sunny,58,13,6,9,3,7,4,5
Year 3,data science and analytics,No,To go to class,2,16,2024-10-01,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 15:04:24,Sunny,26,9,8,8,6,4,7,7
Year 4,business,No,To go to class,2,37,2024-10-03,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:37:36,Sunny,59,4,9,5,4,7,9,6
Year 3,political science,No,To go to MRT,3,28,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 14:30:59,Sunny,53,10,3,9,6,7,5,7
Year 2,data science and analytics,No,To go to class,2,41,2024-10-01,Yes,UTown,IT / CLB,D1,1900-01-01 19:19:27,Rainy,5,13,8,8,8,1,8,9
Year 1,data science and analytics,No,To go to CCA sessions,1,19,2024-09-29,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 14:26:54,Sunny,9,7,9,4,3,5,3,8
Year 3,environmental studies,No,To go to class,2,21,2024-10-01,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:53:29,Sunny,12,10,7,7,3,9,7,5
Year 1,data science and analytics,Yes,To go to MRT,2,17,2024-10-03,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:16:53,Sunny,8,14,6,3,3,6,8,4
Year 3,sociology,No,To go to class,2,25,2024-10-03,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 18:03:41,Sunny,4,4,6,7,3,8,5,7
Year 2,nursing,No,To go to class,3,23,2024-09-28,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 16:35:16,Sunny,14,10,7,10,6,6,5,4
Year 3,data science and analytics,No,To go to class,4,24,2024-10-02,No,LT27 / S17,UTown,D2,1900-01-01 11:10:58,Sunny,48,4,4,9,4,3,6,6
Year 1,anthropology,No,To go to class,2,37,2024-09-30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:09:46,Sunny,1,6,9,1,3,7,8,5
Year 3,data science and analytics,No,To go to class,4,14,2024-10-03,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 07:55:01,Sunny,22,8,7,6,3,5,8,5
Year 2,data science and analytics,No,To go to class,4,19,2024-09-25,No,LT27 / S17,UTown,D2,1900-01-01 17:16:25,Sunny,40,17,7,9,7,3,8,6
Year 4,data science and analytics,No,To go to class,2,8,2024-09-21,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D1,1900-01-01 19:22:57,Sunny,35,5,4,9,4,3,7,6
Year 3,data science and analytics,Yes,To go to class,2,16,2024-10-03,Yes,IT / CLB,UTown,D1,1900-01-01 08:21:24,Sunny,48,8,8,7,3,5,7,5
Year 3,data science and analytics,No,To go to class,2,12,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 11:12:41,Sunny,8,13,1,8,3,3,3,4
Year 4,data science and analytics,Yes,To go to class,4,26,2024-10-01,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 19:54:30,Sunny,14,21,8,8,6,3,8,5
Year 2,data science and analytics,Yes,To go to MRT,2,28,2024-09-29,Yes,LT27 / S17,UTown,D2,1900-01-01 20:08:17,Sunny,16,9,4,8,4,3,7,7
Year 2,political science,No,To go to MRT,2,9,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 16:17:45,Sunny,12,3,5,8,7,7,8,8
Year 2,data science and analytics,Yes,To go to class,2,19,2024-09-26,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 13:19:20,Rainy,37,23,5,9,6,7,8,4
